date,port_name,country,region_cluster,monsoon_risk_level,cyclone_risk_level,typical_disruption_days,notes
2026-09-06,Baltimore / Norfolk,USA,USA East Coast,Low,High,0.215,Atlantic hurricane peak (Aug–Oct); US East Coast exposure.
2016-11-11,Gopalpur,India,East Coast India,Low,High,0.238,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-11-10,Gopalpur,India,East Coast India,Low,High,0.193,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-11-09,Gopalpur,India,East Coast India,Low,High,0.208,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-11-08,Gopalpur,India,East Coast India,Low,High,0.191,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-11-07,Gopalpur,India,East Coast India,Low,High,0.154,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-11-06,Gopalpur,India,East Coast India,Low,High,0.275,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-11-05,Gopalpur,India,East Coast India,Low,High,0.154,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-11-04,Gopalpur,India,East Coast India,Low,High,0.198,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-11-03,Gopalpur,India,East Coast India,Low,High,0.239,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-11-02,Gopalpur,India,East Coast India,Low,High,0.22,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-11-01,Gopalpur,India,East Coast India,Low,High,0.184,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-10-31,Gopalpur,India,East Coast India,Low,High,0.169,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-10-30,Gopalpur,India,East Coast India,Low,High,0.27,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-10-29,Gopalpur,India,East Coast India,Low,High,0.313,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-10-28,Gopalpur,India,East Coast India,Low,High,0.169,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-10-27,Gopalpur,India,East Coast India,Low,High,0.284,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-10-26,Gopalpur,India,East Coast India,Low,High,0.25,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-10-25,Gopalpur,India,East Coast India,Low,High,0.176,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-10-24,Gopalpur,India,East Coast India,Low,High,0.217,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-10-23,Gopalpur,India,East Coast India,Low,High,0.229,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-10-22,Gopalpur,India,East Coast India,Low,High,0.178,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-10-21,Gopalpur,India,East Coast India,Low,High,0.307,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-10-20,Gopalpur,India,East Coast India,Low,High,0.202,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-10-19,Gopalpur,India,East Coast India,Low,High,0.216,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-10-18,Gopalpur,India,East Coast India,Low,High,0.155,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-10-17,Gopalpur,India,East Coast India,Low,High,0.31,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-10-16,Gopalpur,India,East Coast India,Low,High,0.223,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-10-15,Gopalpur,India,East Coast India,Low,High,0.193,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-10-14,Gopalpur,India,East Coast India,Low,High,0.276,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-10-13,Gopalpur,India,East Coast India,Low,High,0.187,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-10-12,Gopalpur,India,East Coast India,Low,High,0.218,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-10-11,Gopalpur,India,East Coast India,Low,High,0.312,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-10-10,Gopalpur,India,East Coast India,Low,High,0.19,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-10-09,Gopalpur,India,East Coast India,Low,High,0.188,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-10-08,Gopalpur,India,East Coast India,Low,High,0.292,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-10-07,Gopalpur,India,East Coast India,Low,High,0.238,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-10-06,Gopalpur,India,East Coast India,Low,High,0.183,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-10-05,Gopalpur,India,East Coast India,Low,High,0.288,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-10-04,Gopalpur,India,East Coast India,Low,High,0.169,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-10-03,Gopalpur,India,East Coast India,Low,High,0.296,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-10-02,Gopalpur,India,East Coast India,Low,High,0.167,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-10-01,Gopalpur,India,East Coast India,Low,High,0.296,Post-monsoon cyclone peak (Oct–Nov); historical landfalls on Odisha–Andhra coasts.
2016-09-30,Gopalpur,India,East Coast India,High,Low,0.155,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-09-29,Gopalpur,India,East Coast India,High,Low,0.081,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-09-28,Gopalpur,India,East Coast India,High,Low,0.189,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-09-27,Gopalpur,India,East Coast India,High,Low,0.088,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-09-26,Gopalpur,India,East Coast India,High,Low,0.158,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-09-25,Gopalpur,India,East Coast India,High,Low,0.095,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-09-24,Gopalpur,India,East Coast India,High,Low,0.105,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-09-23,Gopalpur,India,East Coast India,High,Low,0.157,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-09-22,Gopalpur,India,East Coast India,High,Low,0.142,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-09-21,Gopalpur,India,East Coast India,High,Low,0.168,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-09-20,Gopalpur,India,East Coast India,High,Low,0.158,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-09-19,Gopalpur,India,East Coast India,High,Low,0.091,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-09-18,Gopalpur,India,East Coast India,High,Low,0.199,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-09-17,Gopalpur,India,East Coast India,High,Low,0.106,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-09-16,Gopalpur,India,East Coast India,High,Low,0.084,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-09-15,Gopalpur,India,East Coast India,High,Low,0.117,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-09-14,Gopalpur,India,East Coast India,High,Low,0.106,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-09-13,Gopalpur,India,East Coast India,High,Low,0.133,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-09-12,Gopalpur,India,East Coast India,High,Low,0.197,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-09-11,Gopalpur,India,East Coast India,High,Low,0.146,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-09-10,Gopalpur,India,East Coast India,High,Low,0.181,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-09-09,Gopalpur,India,East Coast India,High,Low,0.175,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-09-08,Gopalpur,India,East Coast India,High,Low,0.165,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-09-07,Gopalpur,India,East Coast India,High,Low,0.091,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-09-06,Gopalpur,India,East Coast India,High,Low,0.149,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-09-05,Gopalpur,India,East Coast India,High,Low,0.126,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-09-04,Gopalpur,India,East Coast India,High,Low,0.18,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-09-03,Gopalpur,India,East Coast India,High,Low,0.167,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-09-02,Gopalpur,India,East Coast India,High,Low,0.114,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-09-01,Gopalpur,India,East Coast India,High,Low,0.097,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-08-31,Gopalpur,India,East Coast India,High,Low,0.139,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-08-30,Gopalpur,India,East Coast India,High,Low,0.193,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-08-29,Gopalpur,India,East Coast India,High,Low,0.146,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-08-28,Gopalpur,India,East Coast India,High,Low,0.087,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-08-27,Gopalpur,India,East Coast India,High,Low,0.129,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-08-26,Gopalpur,India,East Coast India,High,Low,0.153,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-08-25,Gopalpur,India,East Coast India,High,Low,0.087,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-08-24,Gopalpur,India,East Coast India,High,Low,0.18,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-08-23,Gopalpur,India,East Coast India,High,Low,0.129,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-08-22,Gopalpur,India,East Coast India,High,Low,0.145,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-08-21,Gopalpur,India,East Coast India,High,Low,0.136,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-08-20,Gopalpur,India,East Coast India,High,Low,0.176,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-08-19,Gopalpur,India,East Coast India,High,Low,0.147,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-08-18,Gopalpur,India,East Coast India,High,Low,0.137,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-08-17,Gopalpur,India,East Coast India,High,Low,0.193,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-08-16,Gopalpur,India,East Coast India,High,Low,0.142,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-08-15,Gopalpur,India,East Coast India,High,Low,0.196,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-08-14,Gopalpur,India,East Coast India,High,Low,0.122,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-08-13,Gopalpur,India,East Coast India,High,Low,0.152,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-08-12,Gopalpur,India,East Coast India,High,Low,0.139,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-08-11,Gopalpur,India,East Coast India,High,Low,0.13,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-08-10,Gopalpur,India,East Coast India,High,Low,0.096,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-08-09,Gopalpur,India,East Coast India,High,Low,0.159,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-08-08,Gopalpur,India,East Coast India,High,Low,0.165,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-08-07,Gopalpur,India,East Coast India,High,Low,0.196,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-08-06,Gopalpur,India,East Coast India,High,Low,0.099,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-08-05,Gopalpur,India,East Coast India,High,Low,0.183,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-08-04,Gopalpur,India,East Coast India,High,Low,0.174,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-08-03,Gopalpur,India,East Coast India,High,Low,0.17,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-08-02,Gopalpur,India,East Coast India,High,Low,0.16,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-08-01,Gopalpur,India,East Coast India,High,Low,0.127,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-07-31,Gopalpur,India,East Coast India,High,Low,0.123,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-07-30,Gopalpur,India,East Coast India,High,Low,0.108,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-07-29,Gopalpur,India,East Coast India,High,Low,0.088,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-07-28,Gopalpur,India,East Coast India,High,Low,0.15,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-07-27,Gopalpur,India,East Coast India,High,Low,0.11,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-07-26,Gopalpur,India,East Coast India,High,Low,0.152,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-07-25,Gopalpur,India,East Coast India,High,Low,0.091,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-07-24,Gopalpur,India,East Coast India,High,Low,0.132,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-07-23,Gopalpur,India,East Coast India,High,Low,0.158,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-07-22,Gopalpur,India,East Coast India,High,Low,0.19,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-07-21,Gopalpur,India,East Coast India,High,Low,0.13,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-07-20,Gopalpur,India,East Coast India,High,Low,0.149,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-07-19,Gopalpur,India,East Coast India,High,Low,0.084,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-07-18,Gopalpur,India,East Coast India,High,Low,0.199,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-07-17,Gopalpur,India,East Coast India,High,Low,0.112,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-07-16,Gopalpur,India,East Coast India,High,Low,0.115,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-07-15,Gopalpur,India,East Coast India,High,Low,0.14,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-07-14,Gopalpur,India,East Coast India,High,Low,0.192,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-07-13,Gopalpur,India,East Coast India,High,Low,0.116,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-07-12,Gopalpur,India,East Coast India,High,Low,0.084,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-07-11,Gopalpur,India,East Coast India,High,Low,0.125,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-07-10,Gopalpur,India,East Coast India,High,Low,0.17,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-07-09,Gopalpur,India,East Coast India,High,Low,0.15,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-07-08,Gopalpur,India,East Coast India,High,Low,0.083,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-07-07,Gopalpur,India,East Coast India,High,Low,0.162,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-07-06,Gopalpur,India,East Coast India,High,Low,0.197,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-07-05,Gopalpur,India,East Coast India,High,Low,0.107,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-07-04,Gopalpur,India,East Coast India,High,Low,0.132,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-07-03,Gopalpur,India,East Coast India,High,Low,0.153,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-07-02,Gopalpur,India,East Coast India,High,Low,0.113,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-07-01,Gopalpur,India,East Coast India,High,Low,0.187,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-06-30,Gopalpur,India,East Coast India,High,Low,0.198,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-06-29,Gopalpur,India,East Coast India,High,Low,0.131,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-06-28,Gopalpur,India,East Coast India,High,Low,0.132,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
2016-06-27,Gopalpur,India,East Coast India,High,Low,0.102,SW monsoon (Jun–Sep); rain/wind can reduce port productivity.
